일시,대여소,대여건수,반납건수
2023-06-20,2167. 낙성대역 1번출구,0,3
2023-06-20,2279. 교대역 5번출구뒤,1,0
2023-06-20,828. 숙대입구역 8번,1,0
2023-06-20,829. 한강대교 북단 교차로,1,4
2023-06-20,318. 광교사거리 남측,1,1
2023-06-20,837. 한남나들목 입구,0,1
2023-06-20,321. KEB 하나금융그룹 명동사옥 옆,1,2
2023-06-20,393. 동대문역 8번 출구,1,1
2023-06-20,838. 숙대입구역 4번출구,1,0
2023-06-20,1679. 삼육대 도서관,0,1
2023-06-20,324. 신세계백화점 본점 앞,5,5
2023-06-20,2297. 남부터미널역 1번출구,0,1
2023-06-20,2387. 래미안강남힐즈 사거리,1,1
2023-06-20,326. 안국역 5번출구 앞,1,1
2023-06-20,398. 을지로3가역 3번출구,0,3
2023-06-20,399. 서울역 센트럴 자이아파트,1,0
2023-06-20,328. 탑골공원 앞,3,1
2023-06-20,841. 신용산역 1번 출구,0,2
2023-06-20,843. 이태원관광특구B(용산구청쪽),1,1
2023-06-20,329. 청계2가 사거리 옆,1,0
2023-06-20,111. 상수역 2번출구 앞,0,1
2023-06-20,334. 종로3가역 2번출구 뒤,0,1
2023-06-20,336. 충무로역 6번출구 앞,5,3
2023-06-20,1986. 태평양물산빌딩,1,0
2023-06-20,337. 창경궁 입구,0,1
2023-06-20,339. 종로4가 사거리,1,1
2023-06-20,2505. 우성아파트사거리 (기업은행앞),1,1
2023-06-20,342. 대학로 마로니에공원,1,2
2023-06-20,1296. 석촌호수교차로 (송파나루근린공원 앞),3,1
2023-06-20,343. 예일빌딩(율곡로) 앞,0,2
2023-06-20,452. 동대문 종합시장 버스정류장,0,1
2023-06-20,455. 종로6가역 버스정류장(동대문 방향),0,1
2023-06-20,661. 경희대학교 청운관,0,2
2023-06-20,347. 동대문역사문화공원역 9번출구 앞,0,2
2023-06-20,3533. 건대입구역 사거리(롯데백화점),1,0
2023-06-20,352. 중앙고입구 삼거리,0,2
2023-06-20,1193. 마곡센트럴타워 1차,1,0
2023-06-20,3541. 커먼그라운드,0,1
2023-06-20,437. 대흥역 1번출구,1,0
2023-06-20,1998. 고척교 교차로,1,0
2023-06-20,355. 서울사대부속초교 앞,1,0
2023-06-20,1197. 엠펠리체 호텔 건너편,0,1
2023-06-20,356. KT혜화지사 앞,1,1
2023-06-20,846. 용산중학교,0,1
2023-06-20,358. 성대입구 사거리,3,1
2023-06-20,359. 원남동사거리,4,2
2023-06-20,2801. 대륭포스트타워1차,0,1
2023-06-20,464. 삼청동 골목,1,3
2023-06-20,443.호암아트홀,0,1
2023-06-20,445.대한상공회의소,0,2
2023-06-20,467.한국은행,0,3
2023-06-20,470.회현역 7번출구,0,2
2023-06-20,471.회현사거리 남측,0,2
2023-06-20,473.을지로4가역 9번출구,1,1
2023-06-20,474.동대문역사문화공원역 1번출구 뒤편,6,1
2023-06-20,476.광희문,1,0
2023-06-20,3407.안국동사거리(신),4,0
2023-06-20,3410.종로3가역 8번출구,5,3
2023-06-20,3412.세운상가,1,0
2023-06-20,3414.종로5가역 4번출구,1,1
2023-06-20,3415.동대문역6번출구,0,1
2023-06-20,369. 광화문 시민열린마당,2,0
2023-06-20,3427.인왕산 아이파크 정문,0,1
2023-06-20,3432.종로2가 사거리,0,1
2023-06-20,348. 독립문역 사거리,1,1
2023-06-20,370. 시청역(2호선) 9번출구 뒤,1,0
2023-06-20,2633.송파학사 옆,0,1
2023-06-20,374. 청구역 2번출구 앞,1,1
2023-06-20,2425.세곡동 사거리(대왕초등학교 정류장),1,1
2023-06-20,2525.반포쇼핑타운 2동 앞,2,3
2023-06-20,380. CJ제일제당 앞,4,2
2023-06-20,299.여의도 순복음교회,2,0
2023-06-20,383. 신당역 12번 출구 뒤,0,1
2023-06-20,2707.한강아파트,1,0
2023-06-20,147. 마포역 4번출구 뒤,0,2
2023-06-20,2911.상계역중앙시장,0,1
2023-06-20,2915.서울과학기술대학교(어학교육원),0,2
2023-06-20,1551.4.19탑 앞,1,0
2023-06-20,3009.서교동사거리(신),1,2
2023-06-20,3010.홍대입구역 3번출구,2,2
2023-06-20,848. 삼각지12번 출구,5,5
2023-06-20,849. 삼각지 자이아파트,0,1
2023-06-20,860.LG한강 자이아파트 앞,1,1
2023-06-20,3117.이화여대 인문관 인근,0,1
2023-06-20,3119.연희 브라운스톤 아파트 앞,0,1
2023-06-20,3120.DMC엘가아파트 앞,1,0
2023-06-20,1390.석관래미안아트리치,1,0
2023-06-20,870.노들섬 서측 앞,3,1
2023-06-20,984.상신초등학교앞 버스정류장,0,1
2023-06-20,996.응암역2번출구 국민은행 앞,1,1
2023-06-20,3569.건대병원후문,1,1
2023-06-20,3581.광진광장,3,0
2023-06-20,3582.화양동 우체국,2,2
2023-06-20,3586.군자역 비채온 오피스텔,1,0
2023-06-20,3544.한양대역 3번 출구,0,2
2023-06-20,3552.서울숲 공영주차장앞,2,0
2023-06-20,3556.신금호파크자이APT앞,0,1
2023-06-20,3559.성동구민종합체육센터 앞,1,1
2023-06-20,519. 양지사거리,0,1
2023-06-20,520. 상왕십리역 4번 출구 앞,1,0
2023-06-20,2088.상도중앙하이츠빌 입구,1,0
2023-06-20,2191.대학동주민센터 ,1,1
2023-06-20,524. 래미안금호하이리버 아파트 102동 옆,1,0
2023-06-20,525. 한양대병원사거리,0,1
2023-06-20,3600.사근빗물펌프장 건너편,3,3
2023-06-20,3013.서울지방고용노동청 앞,1,0
2023-06-20,4765. 동대문디자인플라자,3,9
2023-06-20,"4605. 노들섬 다목적홀(동쪽) 숲, 앞",0,1
2023-06-20,4607. 국립중앙박물관 -용산가족공원 앞,2,0
2023-06-20,4610. 한남나인원 105동 앞,3,0
2023-06-20,4613. 서울갤러리아 앞,0,1
2023-06-20,4620. 삼각지역 14번 출구 앞(교통섬),2,1
2023-06-20,4622. 한강중학교 앞 버스정류장,1,0
2023-06-20,4627. 효창공원앞역 5번출구 옆,0,1
2023-06-20,4629. 한강초교보도육교 앞,0,3
2023-06-20,4710. 자교교회 앞,2,0
2023-06-20,537. 한양대후문역 부근,0,4
2023-06-20,550. 서울시설공단 앞,4,0
2023-06-20,4768. 서울도시건축전시관,2,0
2023-06-20,4776. 신세계면세점,2,4
2023-06-20,4778. 대신파이낸스센터,2,0
2023-06-20,4791. 명동역9번 출구,4,5
2023-06-20,4213. 마포구중앙도서관 정문 앞,1,0
2023-06-20,3865. 이튼타워리버 2차,3,0
2023-06-20,3868. 자양한강도서관,1,1
2023-06-20,4076. 도봉통합복지센터 뒤 중랑천 변,1,1
2023-06-20,4453. 위례중앙푸르지오 201동 앞,1,0
2023-06-20,3804. 낙성대공원,3,0
2023-06-20,4713. 현대 뜨레비앙 아파트 앞,2,0
2023-06-20,4793. 동대문역사문화공원역 5번출구,0,2
2023-06-20,3612. 은곡마을,1,1
2023-06-20,3627. 압구정나들목,1,0
2023-06-20,609. 제기2교,0,1
2023-06-20,4065. 창동역 1번출구 앞,1,0
2023-06-20,3657. 서울천호동우체국,1,0
2023-06-20,228. 선유도역 3번출구 앞,0,3
2023-06-20,4027. 한내 행복발전소 옆,0,1
2023-06-20,126. 서강대 후문 옆,1,1
2023-06-20,4564. 63스퀘어,5,0
2023-06-20,3881. 신자초교입구 교차로,0,1
2023-06-20,3814. 난곡사거리 ,1,0
2023-06-20,4041. 공릉역3번출구,2,0
2023-06-20,4826. 홈플러스 면목점,2,2
2023-06-20,4217. 한강공원 망원나들목,1,1
2023-06-20,4633. 센트럴파크타워 앞,0,3
2023-06-20,3647. 구룡역 1번 출구,0,1
2023-06-20,4080. 창동주공19단지앞 ,1,0
2023-06-20,4897. 잠실주공5단지1,0,1
2023-06-20,4244. 당인리발전소 공원 앞,2,0
2023-06-20,5306. 동신아파트 후문 옆,4,4
2023-06-20,5855. 하이투자증권 앞,4,0
2023-06-20,4906. 섬유센터 앞,3,0
2023-06-20,4639. 동빙고근린공원,1,1
2023-06-20,4332. 이수교차로,0,1
2023-06-20,129. 신촌역(2호선) 6번출구 옆,0,1
2023-06-20,5858. 영등포역5번출구,1,1
2023-06-20,6053. 중부세무서 앞,1,2
2023-06-20,5862. 당산역11번출구,0,1
2023-06-20,4389. 서울숲역3번출구,0,1
2023-06-20,6054.청구e편한세상아파트 113동 앞,1,0
2023-06-20,5768.방이삼거리,2,0
2023-06-20,805. 문배어린이공원 앞,1,0
2023-06-20,807. 서울역 12번 출구 앞,0,2
2023-06-20,385. 종각역 5번출구,0,1
2023-06-20,183. 하늘채코오롱아파트 건너편,0,1
2023-06-20,186. 월드컵공원,2,2
2023-06-20,558. 성동광진 교육지원청 앞,1,1
2023-06-20,559. 왕십리역 4번 출구 건너편,0,1
2023-06-20,561. 서울숲역 2번출구 앞,1,2
2023-06-20,565. 옥수역 3번출구,1,0
2023-06-20,567. 성수역 2번출구 앞,1,0
2023-06-20,623. 서울시립대 정문 앞,0,1
2023-06-20,626. 군자교 서측 녹지대,0,1
2023-06-20,270. 증권거래소후문교차로,0,3
2023-06-20,271. 샛강생태공원방문자센터 앞,0,1
2023-06-20,272. 당산육갑문,0,1
2023-06-20,825. 서빙고동 주민센터 앞,2,2
2023-06-20,907. CJ 드림시티,2,0
2023-06-20,201. 진미파라곤 앞,0,3
2023-06-20,202. 국민일보 앞,1,1
2023-06-20,1205. 종합운동장역 4번출구,1,1
2023-06-20,1438. 홈플러스 신내점 앞,1,0
2023-06-20,104. 합정역 1번출구 앞,1,1
2023-06-20,214. 금융감독원 앞,1,1
2023-06-20,1911. 구로디지털단지역 앞,0,1
2023-06-20,221. 여의도초교 앞,3,0
2023-06-20,2027. 중앙대학교 정문 1,8,7
2023-06-20,2037. 동작역 5번출구 동작주차공원,3,0
2023-06-20,224. 롯데캐슬 앞,1,0
2023-06-20,207. 여의나루역 1번출구 앞,4,6
2023-06-20,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",2,1
2023-06-20,401. 상암월드컵파크 10단지 앞,0,1
2023-06-20,2262. 한신16차아파트 119동 앞,5,5
2023-06-20,2301. 현대고등학교 건너편,5,2
2023-06-20,2308. 압구정파출소 앞,2,2
2023-06-20,2313. 금원빌딩 앞,0,2
2023-06-20,106. 합정역 7번출구 앞,0,1
2023-06-20,408. LG CNS앞,1,0
2023-06-20,420. 서울시 공공자전거 상암센터,1,1
2023-06-20,1210. 롯데월드타워(잠실역2번출구 쪽),0,2
2023-06-20,411. DMC홍보관,1,1
2023-06-20,1625. 상계역(4번출구),1,0
2023-06-20,502. 뚝섬유원지역 1번출구 앞,6,4
2023-06-21,108. 서교동 사거리,3,4
2023-06-21,509. 이마트 버스정류소 옆,2,2
2023-06-21,109. 제일빌딩 앞,2,4
2023-06-21,1643. 태릉입구역 8번출구,2,0
2023-06-21,302. 경복궁역 4번출구 뒤,6,4
2023-06-21,3102. 연희삼거리,0,1
2023-06-21,3511. 응봉역 1번출구,1,1
2023-06-21,3515. 서울숲 관리사무소,9,0
2023-06-21,1961. 신도림테크노근린공원,0,1
2023-06-21,307. 서울역사박물관 앞,0,1
2023-06-21,2279. 교대역 5번출구뒤,1,0
2023-06-21,829. 한강대교 북단 교차로,1,1
2023-06-21,318. 광교사거리 남측,1,2
2023-06-21,837. 한남나들목 입구,0,3
2023-06-21,322. 명동성당 앞,1,0
2023-06-21,398. 을지로3가역 3번출구,1,0
2023-06-21,430. 장충동먹자골목 앞,1,1
2023-06-21,431. 청계천 영도교,2,1
2023-06-21,958. 본 서부병원 버스정류장(은평 세무서 방면),0,2
2023-06-21,336. 충무로역 6번출구 앞,0,1
2023-06-21,337. 창경궁 입구,1,0
2023-06-21,342. 대학로 마로니에공원,1,1
2023-06-21,1293. 석촌호수 서호 사거리,2,0
2023-06-21,112. 극동방송국 앞,0,3
2023-06-21,453. 종로오가 지하쇼핑센터 14번출구,1,2
2023-06-21,661. 경희대학교 청운관,0,1
2023-06-21,347. 동대문역사문화공원역 9번출구 앞,2,2
2023-06-21,660. 동의보감타워,1,1
2023-06-21,435. SK 남산빌딩,2,0
2023-06-21,436. 이대역 5번출구,0,1
2023-06-21,2608. 송파구청,0,1
2023-06-21,3541. 커먼그라운드,1,0
2023-06-21,437. 대흥역 1번출구,1,0
2023-06-21,473.을지로4가역 9번출구,1,1
2023-06-21,474.동대문역사문화공원역 1번출구 뒤편,3,3
2023-06-21,475.DDP 패션몰,2,0
2023-06-21,3407.안국동사거리(신),0,1
2023-06-21,3410.종로3가역 8번출구,1,0
2023-06-21,3411.종묘,0,1
2023-06-21,3414.종로5가역 4번출구,0,1
2023-06-21,3415.동대문역6번출구,3,1
2023-06-21,3416.동묘앞역 6번출구,0,2
2023-06-21,3432.종로2가 사거리,1,0
2023-06-21,370. 시청역(2호선) 9번출구 뒤,2,0
2023-06-21,2633.송파학사 옆,0,1
2023-06-21,2515.서초초등학교 후문,0,1
2023-06-21,2520.서초1교 (진흥아파트 방면),0,1
2023-06-21,2525.반포쇼핑타운 2동 앞,4,4
2023-06-21,380. CJ제일제당 앞,1,2
2023-06-21,383. 신당역 12번 출구 뒤,2,2
2023-06-21,3221.서울특별시 남부교육지원청,0,1
2023-06-21,114. 홍대입구역 8번출구 앞,0,2
2023-06-21,792.목동트라팰리스 웨스턴에비뉴,0,1
2023-06-21,493.홍대입구역 6번출구,1,0
2023-06-21,497.합정동주민센터 앞,0,3
2023-06-21,3009.서교동사거리(신),1,1
2023-06-21,3010.홍대입구역 3번출구,1,1
2023-06-21,860.LG한강 자이아파트 앞,2,0
2023-06-21,3116.신촌역 4번출구,2,0
2023-06-21,3125.연희파크푸르지오아파트 앞,0,1
2023-06-21,870.노들섬 서측 앞,1,0
2023-06-21,673.안암골벽산아파트(후문),1,1
2023-06-21,175. 홍연2교옆,1,0
2023-06-21,3544.한양대역 3번 출구,3,1
2023-06-21,3545.한양대역 1번출구,1,0
2023-06-21,3552.서울숲 공영주차장앞,0,9
2023-06-21,3556.신금호파크자이APT앞,1,0
2023-06-21,3600.사근빗물펌프장 건너편,0,1
2023-06-21,4765. 동대문디자인플라자,1,0
2023-06-21,4629. 한강초교보도육교 앞,0,1
2023-06-21,3780. 등촌서광아파트,1,1
2023-06-21,4113. 한국국방연구원 앞,1,0
2023-06-21,4707. 청계3가 사거리,0,1
2023-06-21,4768. 서울도시건축전시관,0,2
2023-06-21,4778. 대신파이낸스센터,1,2
2023-06-21,4791. 명동역9번 출구,0,3
2023-06-21,4206. 광흥창역5번출구,1,0
2023-06-21,4557. 리버뷰신안인스빌2차 후문,1,0
2023-06-21,4705. 웰니스센터(민방위교육장 앞),0,1
2023-06-21,4452. 삼성SDS,1,0
2023-06-21,4713. 현대 뜨레비앙 아파트 앞,0,1
2023-06-21,3627. 압구정나들목,0,1
2023-06-21,4564. 63스퀘어,2,0
2023-06-21,4565. 영등포 신세계백화점,0,1
2023-06-21,236. 문래동자이아파트 앞,1,0
2023-06-21,4039. 서울시 북부여성발전센터,0,2
2023-06-21,240. 문래역 4번출구 앞,1,0
2023-06-21,4217. 한강공원 망원나들목,2,0
2023-06-21,4882. 위례포레샤인18단지 1802동,1,0
2023-06-21,247. 당산역 10번출구 앞,1,1
2023-06-21,249. 여의도중학교 옆,1,0
2023-06-21,4233. 코오롱아파트사거리,0,2
2023-06-21,128. 신촌역(2호선) 1번출구 옆,2,0
2023-06-21,4244. 당인리발전소 공원 앞,1,0
2023-06-21,4621. 남산도서관 앞,1,0
2023-06-21,4387. 성수역 1번출구 주변,0,1
2023-06-21,4274. 신촌 파랑고래 입구,1,0
2023-06-21,5858. 영등포역5번출구,1,1
2023-06-21,5862. 당산역11번출구,1,1
2023-06-21,130. 신촌역(2호선) 7번출구 앞,0,1
2023-06-21,5865.더리브오피스텔 앞,2,0
2023-06-21,5866.포레나 당산,0,1
2023-06-21,5768.방이삼거리,1,0
2023-06-21,807. 서울역 12번 출구 앞,1,0
2023-06-21,183. 하늘채코오롱아파트 건너편,1,0
2023-06-21,561. 서울숲역 2번출구 앞,0,1
2023-06-21,583. 청계천 생태교실 앞,3,0
2023-06-21,230. 영등포구청역 1번출구,0,1
2023-06-21,272. 당산육갑문,1,0
2023-06-21,913. 이마트 버스정류장(서부경찰서 방면),2,0
2023-06-21,588. 뚝섬 유원지역,2,1
2023-06-21,1019. 다성이즈빌아파트(호원대 대각선 맞은편),2,1
2023-06-21,1222. 잠실새내역 5번 출구 뒤,0,2
2023-06-21,214. 금융감독원 앞,0,1
2023-06-21,1911. 구로디지털단지역 앞,1,0
2023-06-21,2025. 흑석역 1번출구,0,2
2023-06-21,207. 여의나루역 1번출구 앞,2,0
2023-06-21,2262. 한신16차아파트 119동 앞,0,1
2023-06-21,2302. 교보타워 버스정류장(신논현역 3번출구 후면),0,2
2023-06-21,2303. 논현역 10번출구,1,0
2023-06-21,106. 합정역 7번출구 앞,0,1
2023-06-21,1304. 만해공원,1,0
2023-06-21,420. 서울시 공공자전거 상암센터,1,0
2023-06-21,502. 뚝섬유원지역 1번출구 앞,1,1
2023-06-22,108. 서교동 사거리,0,1
2023-06-22,731. 서울시 도로환경관리센터,1,0
2023-06-22,744. 신목동역 2번 출구,1,1
2023-06-22,510. 서울숲 남문 버스정류소 옆,2,0
2023-06-22,511. 서울숲역 5번 출구 옆,2,0
2023-06-22,109. 제일빌딩 앞,1,0
2023-06-22,2058. 동작경찰서,0,2
2023-06-22,2060. 남성역3번출구 뒤,1,2
2023-06-22,2061. 한강 현대아파트 건너편,1,0
2023-06-22,2277. 길마중4교 하부,2,0
2023-06-22,302. 경복궁역 4번출구 뒤,2,5
2023-06-22,303. 광화문역 1번출구 앞,2,0
2023-06-22,3511. 응봉역 1번출구,2,0
2023-06-22,3515. 서울숲 관리사무소,1,0
2023-06-22,305. 종로구청 옆,2,0
2023-06-22,309. 광화문역 6번출구 옆 B,2,0
2023-06-22,310. 청계광장 옆,0,1
2023-06-22,646. 장한평역 1번출구,2,2
2023-06-22,314. 국립현대미술관,3,3
2023-06-22,316. 종각역 1번출구 앞,1,2
2023-06-22,828. 숙대입구역 8번,1,3
2023-06-22,829. 한강대교 북단 교차로,3,0
2023-06-22,1451. 중랑세무서,2,0
2023-06-22,834. 효창공원앞역 3번출구 뒤,0,4
2023-06-22,837. 한남나들목 입구,0,1
2023-06-22,393. 동대문역 8번 출구,2,4
2023-06-22,322. 명동성당 앞,1,0
2023-06-22,324. 신세계백화점 본점 앞,2,5
2023-06-22,326. 안국역 5번출구 앞,0,2
2023-06-22,327. 낙원상가 옆,0,2
2023-06-22,430. 장충동먹자골목 앞,1,0
2023-06-22,328. 탑골공원 앞,5,1
2023-06-22,431. 청계천 영도교,2,0
2023-06-22,839. 보광동 삼성리버빌아파트 앞,1,1
2023-06-22,841. 신용산역 1번 출구,2,1
2023-06-22,332. 을지로2가 사거리 남측,3,0
2023-06-22,111. 상수역 2번출구 앞,1,0
2023-06-22,335. 종로3가역 15번출구 앞,1,0
2023-06-22,336. 충무로역 6번출구 앞,2,2
2023-06-22,337. 창경궁 입구,2,0
2023-06-22,338. 세운스퀘어 앞,0,1
2023-06-22,2503. 반포1동 서초빌딩 앞,0,2
2023-06-22,2407. 역삼.서초.삼성 세무서 앞 (역삼빌딩 앞),2,0
2023-06-22,1296. 석촌호수교차로 (송파나루근린공원 앞),2,2
2023-06-22,453. 종로오가 지하쇼핑센터 14번출구,0,1
2023-06-22,454. 종로2가 버스정류장 (종각방향),1,0
2023-06-22,461. 서울지방경찰청,1,0
2023-06-22,347. 동대문역사문화공원역 9번출구 앞,5,2
2023-06-22,284. 센트럴 푸르지오 시티 앞,0,1
2023-06-22,3533. 건대입구역 사거리(롯데백화점),3,4
2023-06-22,3534. 건대입구역 5번출구 뒤,2,1
2023-06-22,352. 중앙고입구 삼거리,3,3
2023-06-22,1084. 윤선생빌딩(JYP사옥),4,0
2023-06-22,1193. 마곡센트럴타워 1차,1,0
2023-06-22,353. 재동초교 앞 삼거리,3,1
2023-06-22,3541. 커먼그라운드,1,0
2023-06-22,355. 서울사대부속초교 앞,1,1
2023-06-22,2621. 한성백제역 2번 출구,1,0
2023-06-22,356. KT혜화지사 앞,1,1
2023-06-22,2622. 올림픽공원역 3번출구,0,3
2023-06-22,358. 성대입구 사거리,1,0
2023-06-22,359. 원남동사거리,2,2
2023-06-22,440. 하늘공원 입구,1,3
2023-06-22,467.한국은행,1,0
2023-06-22,469.회현역 1번출구,0,1
2023-06-22,470.회현역 7번출구,2,0
2023-06-22,471.회현사거리 남측,1,0
2023-06-22,475.DDP 패션몰,1,0
2023-06-22,485.서울역5번출구,0,1
2023-06-22,113. 홍대입구역 2번출구 앞,0,1
2023-06-22,3405.파크팰리스,0,1
2023-06-22,3407.안국동사거리(신),2,2
2023-06-22,3408.종로타워빌딩,2,2
2023-06-22,3410.종로3가역 8번출구,0,6
2023-06-22,3411.종묘,1,0
2023-06-22,3412.세운상가,1,0
2023-06-22,368. SK 서린빌딩 앞,0,1
2023-06-22,3414.종로5가역 4번출구,1,1
2023-06-22,3415.동대문역6번출구,1,0
2023-06-22,3420. 성균관대입구사거리,3,2
2023-06-22,3421.혜화역 1번출구,0,2
2023-06-22,369. 광화문 시민열린마당,2,0
2023-06-22,3432.종로2가 사거리,1,1
2023-06-22,370. 시청역(2호선) 9번출구 뒤,2,0
2023-06-22,2639.석촌역 8번출구,0,1
2023-06-22,2647.잠실 자전거 수리센터 앞,2,0
2023-06-22,2421. 신논현역 4번출구,0,1
2023-06-22,2430.강남파이낸스센터앞(역삼역2번출구),0,2
2023-06-22,118. 광흥창역 2번출구 앞,0,1
2023-06-22,2525.반포쇼핑타운 2동 앞,7,8
2023-06-22,2526.반포경남쇼핑 앞,0,1
2023-06-22,2538.사평리근린공원,1,0
2023-06-22,379. 서울역9번출구,1,1
2023-06-22,380. CJ제일제당 앞,2,4
2023-06-22,299.여의도 순복음교회,1,2
2023-06-22,3202.당산롯데캐슬프레스티지,0,1
2023-06-22,114. 홍대입구역 8번출구 앞,0,3
2023-06-22,144. 공덕역 8번출구,2,0
2023-06-22,2707.한강아파트,1,1
2023-06-22,2708.강서한강자이타워 앞,1,1
2023-06-22,146. 마포역 2번출구 뒤,1,2
2023-06-22,2915.서울과학기술대학교(어학교육원),0,2
2023-06-22,119. 서강나루 공원,0,2
2023-06-22,155. 가좌역1 번출구 앞,1,1
2023-06-22,156. 서울서부지방법원 앞,4,0
2023-06-22,488.푸르메병원,0,1
2023-06-22,498.연남동주민센터 앞,0,1
2023-06-22,159. 이대역 4번 출구,1,2
2023-06-22,3002.벽산상암스마트큐브 ,0,1
2023-06-22,3009.서교동사거리(신),1,4
2023-06-22,3010.홍대입구역 3번출구,2,3
2023-06-22,851.효창 푸르지오 앞,0,1
2023-06-22,852.청암자이APT(103동),0,1
2023-06-22,853.용산역 맞은편,4,0
2023-06-22,860.LG한강 자이아파트 앞,2,2
2023-06-22,162. 봉원고가차도 밑,0,1
2023-06-22,869.노들섬 동측 앞,1,0
2023-06-22,870.노들섬 서측 앞,1,0
2023-06-22,170. DMC파크뷰자이아파트 302동 앞,0,1
2023-06-22,674.고대앞사거리 교통섬,1,0
2023-06-22,121. 마포소방서 앞,1,1
2023-06-22,173. 서대문역 8번출구 앞,0,1
2023-06-22,175. 홍연2교옆,1,0
2023-06-22,3544.한양대역 3번 출구,0,1
2023-06-22,3559.성동구민종합체육센터 앞,2,1
2023-06-22,2080. 대방지하보도(대방동경남아너스빌아파트),1,0
2023-06-22,2191.대학동주민센터 ,0,1
2023-06-22,2548.반포1동 자율방범초소 옆,2,0
2023-06-22,3600.사근빗물펌프장 건너편,2,1
2023-06-22,4711. 올림픽기념 국민생활관 로터리,1,1
2023-06-22,4760. 서울역 7번출구,0,1
2023-06-22,4765. 동대문디자인플라자,2,2
2023-06-22,4610. 한남나인원 105동 앞,1,1
2023-06-22,4612. 한남 준 J.FSS 앞,0,1
2023-06-22,4616. 신용산지하차도 앞,0,4
2023-06-22,4619. 한강트럼프월드3차 앞,1,0
2023-06-22,4629. 한강초교보도육교 앞,2,0
2023-06-22,4362. 행당중학교 후문,0,2
2023-06-22,4710. 자교교회 앞,1,1
2023-06-22,3761. 나이아가라관광호텔,2,1
2023-06-22,4105. 서울교통공사사거리 교통섬,2,0
2023-06-22,4108. 답십리파크자이아파트 앞,0,1
2023-06-22,4774. 을지로입구역 8번출구,1,1
2023-06-22,4776. 신세계면세점,0,2
2023-06-22,4778. 대신파이낸스센터,0,1
2023-06-22,4791. 명동역9번 출구,2,4
2023-06-22,4202. 프런트원(공덕역4번출구 앞),1,0
2023-06-22,4211. 시석빌딩 앞,1,0
2023-06-22,4213. 마포구중앙도서관 정문 앞,2,0
2023-06-22,3794. 안양천합수부(현대3차아파트),0,2
2023-06-22,4705. 웰니스센터(민방위교육장 앞),3,4
2023-06-22,548. 자양나들목,2,1
2023-06-22,4483. 잠실나들목4,0,1
2023-06-22,4713. 현대 뜨레비앙 아파트 앞,1,0
2023-06-22,4793. 동대문역사문화공원역 5번출구,1,3
2023-06-22,3606. 신사동주민센터 옆,2,0
2023-06-22,3627. 압구정나들목,1,1
2023-06-22,4585. 국회6문,2,0
2023-06-22,4023. 월계역 1번 출구,2,0
2023-06-22,613. 신설동역 10번출구 앞,0,2
2023-06-22,614. 용두동 사거리,0,1
2023-06-22,227. 양평2나들목 보행통로 입구,0,2
2023-06-22,228. 선유도역 3번출구 앞,1,0
2023-06-22,4559. 신길역 2번출구,1,2
2023-06-22,4563. 여의도 은하아파트,1,1
2023-06-22,4868. 석촌호수 서호 남단,1,1
2023-06-22,3881. 신자초교입구 교차로,0,2
2023-06-22,4870. 몽촌토성역 3번 출구,1,1
2023-06-22,4826. 홈플러스 면목점,1,1
2023-06-22,4217. 한강공원 망원나들목,3,5
2023-06-22,244. 영등포삼환아파트 앞,0,1
2023-06-22,4889. 마천역 1번 출구 인근②,0,1
2023-06-22,247. 당산역 10번출구 앞,1,0
2023-06-22,4598. 오목교 동측 지하보도,2,1
2023-06-22,249. 여의도중학교 옆,5,2
2023-06-22,4218. 디지털매직스페이스,1,0
2023-06-22,4220. 신촌 청년주택,0,1
2023-06-22,4233. 코오롱아파트사거리,2,2
2023-06-22,4891. 위례포레나송파,1,0
2023-06-22,4244. 당인리발전소 공원 앞,1,0
2023-06-22,4634. 이태원역 3번 출구,0,1
2023-06-22,5306. 동신아파트 후문 옆,3,3
2023-06-22,4718. 광화문역 6번출구 옆 A,1,0
2023-06-22,4908. SB타워 앞,0,2
2023-06-22,3700. 강변그대가리버뷰 입구 맞은편,1,1
2023-06-22,129. 신촌역(2호선) 6번출구 옆,1,0
2023-06-22,4179. 보라매병원역 1번출구,1,0
2023-06-22,4914. 도심공항타워 앞,0,1
2023-06-22,4640. 원효로2가 교차로,2,0
2023-06-22,5858. 영등포역5번출구,2,1
2023-06-22,130. 신촌역(2호선) 7번출구 앞,0,1
2023-06-22,4389. 서울숲역3번출구,1,0
2023-06-22,5768.방이삼거리,1,1
2023-06-22,800. 목월공원 앞,4,0
2023-06-22,806. 전자랜드 본관 앞,0,2
2023-06-22,131. 증산2교,1,0
2023-06-22,809. 한남 유수지 복개주차장,1,0
2023-06-22,811. 녹사평역1번출구,0,1
2023-06-22,812. 용산전쟁기념관,1,0
2023-06-22,387. 훈련원공원주차장 앞,2,1
2023-06-22,181. 망원초록길 입구,0,1
2023-06-22,182. 망원2빗물펌프장 앞,2,3
2023-06-22,183. 하늘채코오롱아파트 건너편,1,0
2023-06-22,185. 마포 신수공원 앞,0,1
2023-06-22,565. 옥수역 3번출구,3,6
2023-06-22,571. 세종대학교 대양AI센터,1,0
2023-06-22,137. 신촌기차역입구 교차로,0,1
2023-06-22,102. 망원역 1번출구 앞,2,0
2023-06-22,230. 영등포구청역 1번출구,1,1
