일시,대여소,대여건수,반납건수
2023-02-07,484.도동삼거리,0,1
2023-02-07,369. 광화문 시민열린마당,2,2
2023-02-07,370. 시청역(2호선) 9번출구 뒤,1,0
2023-02-07,3114.충정로역 3번 출구,2,0
2023-02-07,171. 임광빌딩 앞,0,2
2023-02-07,4613. 서울갤러리아 앞,0,1
2023-02-07,4791. 명동역9번 출구,0,3
2023-02-07,4705. 웰니스센터(민방위교육장 앞),2,2
2023-02-07,4856. 올림픽공원 서1문 앞,2,4
2023-02-07,4870. 몽촌토성역 3번 출구,2,0
2023-02-07,5751. 송파여성축구장,0,2
2023-02-07,588. 뚝섬 유원지역,0,1
2023-02-07,215. 여의도고교 앞,3,0
2023-02-07,207. 여의나루역 1번출구 앞,0,3
2023-02-07,1210. 롯데월드타워(잠실역2번출구 쪽),2,2
2023-02-08,1268. 몽촌토성역 1번출구 옆,1,1
2023-02-08,302. 경복궁역 4번출구 뒤,0,4
2023-02-08,303. 광화문역 1번출구 앞,2,2
2023-02-08,3515. 서울숲 관리사무소,6,6
2023-02-08,321. KEB 하나금융그룹 명동사옥 옆,2,0
2023-02-08,112. 극동방송국 앞,2,2
2023-02-08,2608. 송파구청,2,0
2023-02-08,2656.풍납동 아이파크 107동 앞,1,1
2023-02-08,2417.선정릉 디캠프(D.CAMP)앞,1,1
2023-02-08,146. 마포역 2번출구 뒤,0,1
2023-02-08,497.합정동주민센터 앞,1,0
2023-02-08,3134.SK리쳄블(상수도사업본부),0,2
2023-02-08,870.노들섬 서측 앞,1,1
2023-02-08,3548.뚝섬역 6번출구,0,1
2023-02-08,4610. 한남나인원 105동 앞,2,0
2023-02-08,4613. 서울갤러리아 앞,0,2
2023-02-08,4856. 올림픽공원 서1문 앞,1,3
2023-02-08,3606. 신사동주민센터 옆,0,2
2023-02-08,3628. 역삼1동 주민센터,1,1
2023-02-08,4564. 63스퀘어,2,2
2023-02-08,4267. 서대문역 2번 출구,2,0
2023-02-08,259. 대방역6번출구,2,4
2023-02-08,5854. 신한금융투자 앞,1,1
2023-02-08,4914. 도심공항타워 앞,1,1
2023-02-08,4275.농협생명본사빌딩 서관,2,0
2023-02-08,809. 한남 유수지 복개주차장,1,0
2023-02-08,140. 이화여대 후문,1,0
2023-02-08,207. 여의나루역 1번출구 앞,4,1
2023-02-08,2231. 삼성타운(삼성생명) A동 맞은편,3,1
2023-02-08,420. 서울시 공공자전거 상암센터,0,3
2023-02-08,409. 누리꿈스퀘어 옆,3,0
2023-02-08,502. 뚝섬유원지역 1번출구 앞,0,2
2023-02-09,509. 이마트 버스정류소 옆,2,2
2023-02-09,109. 제일빌딩 앞,0,1
2023-02-09,1291. 서울체육고등학교 앞,2,2
2023-02-09,1084. 윤선생빌딩(JYP사옥),2,0
2023-02-09,473.을지로4가역 9번출구,0,2
2023-02-09,497.합정동주민센터 앞,1,0
2023-02-09,4765. 동대문디자인플라자,2,0
2023-02-09,4707. 청계3가 사거리,0,2
2023-02-09,4791. 명동역9번 출구,2,0
2023-02-09,4484. 잠실나루역4번출구뒤,2,2
2023-02-09,4485. 잠실나루역 고가하부,2,2
2023-02-09,4863. 잠실나들목5,0,4
2023-02-09,4888. 둔촌오륜역 2번출구,0,2
2023-02-09,249. 여의도중학교 옆,2,2
2023-02-09,5751. 송파여성축구장,2,2
2023-02-09,642. 신답역 사거리,2,0
2023-02-09,589. 성수역3번출구,0,2
2023-02-09,1210. 롯데월드타워(잠실역2번출구 쪽),6,2
2023-02-10,109. 제일빌딩 앞,2,0
2023-02-10,337. 창경궁 입구,0,1
2023-02-10,1295. 잠실역 8번출구,0,1
2023-02-10,2183. 동방1교,1,1
2023-02-10,2608. 송파구청,0,1
2023-02-10,474.동대문역사문화공원역 1번출구 뒤편,1,0
2023-02-10,3407.안국동사거리(신),0,1
2023-02-10,3411.종묘,1,1
2023-02-10,3412.세운상가,1,0
2023-02-10,493.홍대입구역 6번출구,4,0
2023-02-10,4705. 웰니스센터(민방위교육장 앞),1,0
2023-02-10,4457. 아산병원 기숙사 부근,1,0
2023-02-10,3627. 압구정나들목,0,1
2023-02-10,4564. 63스퀘어,0,1
2023-02-10,249. 여의도중학교 옆,1,0
2023-02-10,825. 서빙고동 주민센터 앞,1,0
2023-02-10,584. 광진광장 교통섬,0,2
2023-02-10,585. 성수2가1동 공영주차장 인근,0,4
2023-02-10,588. 뚝섬 유원지역,2,0
2023-02-10,213. KT앞,0,1
2023-02-10,2037. 동작역 5번출구 동작주차공원,1,0
2023-02-10,207. 여의나루역 1번출구 앞,1,2
2023-02-11,1268. 몽촌토성역 1번출구 옆,2,0
2023-02-11,3515. 서울숲 관리사무소,2,1
2023-02-11,2381. 언주역 6번출구앞,0,1
2023-02-11,2279. 교대역 5번출구뒤,1,0
2023-02-11,831. 이태원관광특구입구A(녹사평역쪽),0,1
2023-02-11,329. 청계2가 사거리 옆,1,0
2023-02-11,2621. 한성백제역 2번 출구,0,1
2023-02-11,472.삼일교(시그니쳐 타워),1,0
2023-02-11,474.동대문역사문화공원역 1번출구 뒤편,1,0
2023-02-11,381. 장충체육관,0,1
2023-02-11,3010.홍대입구역 3번출구,0,1
2023-02-11,858.녹사평역3번 출구,2,2
2023-02-11,3552.서울숲 공영주차장앞,0,1
2023-02-11,3559.성동구민종합체육센터 앞,0,1
2023-02-11,4622. 한강중학교 앞 버스정류장,1,1
2023-02-11,4708. 조계사앞사거리,0,2
2023-02-11,4865. 한성백제역 1번출구 뒤,1,0
2023-02-11,4634. 이태원역 3번 출구,3,2
2023-02-11,584. 광진광장 교통섬,2,0
2023-02-11,588. 뚝섬 유원지역,0,2
2023-02-11,589. 성수역3번출구,1,0
2023-02-11,1232. 잠실주공 521동 건너편,0,1
2023-02-11,207. 여의나루역 1번출구 앞,1,1
2023-02-11,1210. 롯데월드타워(잠실역2번출구 쪽),1,1
2023-02-12,2365. K+ 타워 앞,0,3
2023-02-12,837. 한남나들목 입구,0,1
2023-02-12,393. 동대문역 8번 출구,5,0
2023-02-12,326. 안국역 5번출구 앞,1,1
2023-02-12,336. 충무로역 6번출구 앞,1,1
2023-02-12,453. 종로오가 지하쇼핑센터 14번출구,0,2
2023-02-12,3534. 건대입구역 5번출구 뒤,0,2
2023-02-12,353. 재동초교 앞 삼거리,0,1
2023-02-12,3541. 커먼그라운드,2,0
2023-02-12,477.앰배서더 호텔 주변,2,2
2023-02-12,485.서울역5번출구,1,0
2023-02-12,3414.종로5가역 4번출구,2,0
2023-02-12,146. 마포역 2번출구 뒤,2,0
2023-02-12,119. 서강나루 공원,1,0
2023-02-12,3548.뚝섬역 6번출구,1,1
2023-02-12,3559.성동구민종합체육센터 앞,2,2
2023-02-12,4765. 동대문디자인플라자,2,2
2023-02-12,4707. 청계3가 사거리,2,2
2023-02-12,4784. 중부경찰서앞 사거리,0,2
2023-02-12,4207. 아만티호텔 앞,1,0
2023-02-12,4568. 영등포로터리,0,1
2023-02-12,4633. 센트럴파크타워 앞,0,1
2023-02-12,4600. 영등포구 총괄 우체국,1,1
2023-02-12,5865.더리브오피스텔 앞,1,0
2023-02-12,102. 망원역 1번출구 앞,0,1
2023-02-12,207. 여의나루역 1번출구 앞,1,3
2023-02-12,826. 서울역 서부교차로2,1,0
2023-02-12,502. 뚝섬유원지역 1번출구 앞,2,2
2023-02-13,108. 서교동 사거리,1,1
2023-02-13,511. 서울숲역 5번 출구 옆,0,7
2023-02-13,109. 제일빌딩 앞,1,0
2023-02-13,3511. 응봉역 1번출구,1,0
2023-02-13,115. 마스타 빌딩 앞,1,1
2023-02-13,329. 청계2가 사거리 옆,2,0
2023-02-13,332. 을지로2가 사거리 남측,2,0
2023-02-13,453. 종로오가 지하쇼핑센터 14번출구,1,0
2023-02-13,660. 동의보감타워,1,0
2023-02-13,3541. 커먼그라운드,2,0
2023-02-13,475.DDP 패션몰,0,1
2023-02-13,113. 홍대입구역 2번출구 앞,1,1
2023-02-13,2540.반포천 앞,0,1
2023-02-13,147. 마포역 4번출구 뒤,2,0
2023-02-13,497.합정동주민센터 앞,0,1
2023-02-13,870.노들섬 서측 앞,0,1
2023-02-13,3600.사근빗물펌프장 건너편,0,1
2023-02-13,4619. 한강트럼프월드3차 앞,0,2
2023-02-13,4707. 청계3가 사거리,0,2
2023-02-13,4784. 중부경찰서앞 사거리,4,0
2023-02-13,4207. 아만티호텔 앞,1,0
2023-02-13,247. 당산역 10번출구 앞,1,0
2023-02-13,102. 망원역 1번출구 앞,1,1
2023-02-13,588. 뚝섬 유원지역,0,2
2023-02-13,104. 합정역 1번출구 앞,0,1
2023-02-13,2262. 한신16차아파트 119동 앞,2,0
2023-02-13,107. 신한은행 서교동지점,1,0
2023-02-14,506. 금호 어울림 아파트 앞,2,0
2023-02-14,511. 서울숲역 5번 출구 옆,2,2
2023-02-14,3102. 연희삼거리,1,1
2023-02-14,3515. 서울숲 관리사무소,1,1
2023-02-14,115. 마스타 빌딩 앞,0,1
2023-02-14,3534. 건대입구역 5번출구 뒤,1,0
2023-02-14,3541. 커먼그라운드,0,1
2023-02-14,475.DDP 패션몰,1,0
2023-02-14,113. 홍대입구역 2번출구 앞,0,1
2023-02-14,3408.종로타워빌딩,0,1
2023-02-14,3412.세운상가,0,1
2023-02-14,3414.종로5가역 4번출구,1,0
2023-02-14,2523.뉴코아 킴스클럽 앞,0,3
2023-02-14,4775. 을지로지하쇼핑센터,0,1
2023-02-14,4483. 잠실나들목4,1,1
2023-02-14,249. 여의도중학교 옆,5,2
2023-02-14,4373. 서울숲 지식산업센터,0,2
2023-02-14,130. 신촌역(2호선) 7번출구 앞,2,1
2023-02-14,183. 하늘채코오롱아파트 건너편,1,0
2023-02-14,582. 경일중학교 앞,1,0
2023-02-14,102. 망원역 1번출구 앞,0,1
2023-02-14,634. 외국어대 정문 앞,1,1
2023-02-14,587. 유니베라 앞,0,1
2023-02-14,205. 산업은행 앞,3,3
2023-02-14,2262. 한신16차아파트 119동 앞,3,3
2023-02-14,107. 신한은행 서교동지점,1,0
2023-02-14,389. 을지로4가역 1번출구,1,0
2023-02-15,515. 광양중학교 앞,0,1
2023-02-15,2266. 서초역 3번출구,0,1
2023-02-15,115. 마스타 빌딩 앞,0,1
2023-02-15,314. 국립현대미술관,1,0
2023-02-15,2280. 서울서초고용센터앞,1,1
2023-02-15,321. KEB 하나금융그룹 명동사옥 옆,0,1
2023-02-15,337. 창경궁 입구,1,0
2023-02-15,339. 종로4가 사거리,1,1
2023-02-15,2502. 서초역1번출구 앞,1,0
2023-02-15,353. 재동초교 앞 삼거리,0,1
2023-02-15,354. 포르투갈 대사관 앞,1,0
2023-02-15,2529.우리은행 방배동지점 앞,1,1
2023-02-15,3013.서울지방고용노동청 앞,0,1
2023-02-15,4791. 명동역9번 출구,1,0
2023-02-15,4705. 웰니스센터(민방위교육장 앞),0,1
2023-02-15,546. 잠실대교북단 교차로,1,0
2023-02-15,128. 신촌역(2호선) 1번출구 옆,1,0
2023-02-15,623. 서울시립대 정문 앞,1,0
2023-02-15,630. 동대문구 보건소,1,1
2023-02-15,635. 시조사 앞,0,1
2023-02-15,104. 합정역 1번출구 앞,1,0
2023-02-15,2315. 봉은사역 5번출구 옆,0,1
2023-02-16,837. 한남나들목 입구,0,3
2023-02-16,321. KEB 하나금융그룹 명동사옥 옆,0,6
2023-02-16,322. 명동성당 앞,1,0
2023-02-16,339. 종로4가 사거리,2,1
2023-02-16,2605. 복정역 1번 출구 앞,1,0
2023-02-16,382. 약수역 10번출구 앞,1,0
2023-02-16,848. 삼각지12번 출구,0,1
2023-02-16,863.이촌역2번 출구,1,1
2023-02-16,3550.금호나들목,3,0
2023-02-16,4765. 동대문디자인플라자,9,3
2023-02-16,4619. 한강트럼프월드3차 앞,1,1
2023-02-16,4791. 명동역9번 출구,0,2
2023-02-16,4621. 남산도서관 앞,1,0
2023-02-16,807. 서울역 12번 출구 앞,0,1
2023-02-16,1221. 삼전역 4번출구,0,1
2023-02-17,511. 서울숲역 5번 출구 옆,1,0
2023-02-17,310. 청계광장 옆,1,1
2023-02-17,321. KEB 하나금융그룹 명동사옥 옆,1,1
2023-02-17,327. 낙원상가 옆,1,0
2023-02-17,112. 극동방송국 앞,0,2
2023-02-17,353. 재동초교 앞 삼거리,0,1
2023-02-17,474.동대문역사문화공원역 1번출구 뒤편,0,1
2023-02-17,3407.안국동사거리(신),1,0
2023-02-17,369. 광화문 시민열린마당,0,1
2023-02-17,370. 시청역(2호선) 9번출구 뒤,2,1
2023-02-17,2632.석촌고분역 2번 출구,1,1
2023-02-17,118. 광흥창역 2번출구 앞,2,0
2023-02-17,860.LG한강 자이아파트 앞,2,0
2023-02-17,865.하얏트호텔 앞,0,1
2023-02-17,3548.뚝섬역 6번출구,0,1
2023-02-17,4765. 동대문디자인플라자,1,0
2023-02-17,4708. 조계사앞사거리,0,1
2023-02-17,4465. 건영아파트앞 사거리,1,0
2023-02-17,4491. 장지역 1번출구,0,1
2023-02-17,3684. 고덕자이(105동 앞),1,0
2023-02-17,249. 여의도중학교 옆,2,2
2023-02-17,4639. 동빙고근린공원,0,1
2023-02-17,3699. 상일파출소 옆,0,1
2023-02-17,184. 7번가피자 서교망원점,1,1
2023-02-17,565. 옥수역 3번출구,0,2
2023-02-17,585. 성수2가1동 공영주차장 인근,1,0
2023-02-17,451. 청와대앞길,1,0
2023-02-18,108. 서교동 사거리,0,2
2023-02-18,302. 경복궁역 4번출구 뒤,0,2
2023-02-18,338. 세운스퀘어 앞,0,2
2023-02-18,455. 종로6가역 버스정류장(동대문 방향),0,1
2023-02-18,3539. 서원마을,1,0
2023-02-18,3407.안국동사거리(신),0,2
2023-02-18,3410.종로3가역 8번출구,2,0
2023-02-18,369. 광화문 시민열린마당,2,0
2023-02-18,370. 시청역(2호선) 9번출구 뒤,0,1
2023-02-18,865.하얏트호텔 앞,1,0
2023-02-18,4619. 한강트럼프월드3차 앞,1,0
2023-02-18,4207. 아만티호텔 앞,1,0
2023-02-18,4633. 센트럴파크타워 앞,0,1
2023-02-18,4905. 강남경찰서,1,1
2023-02-18,1224. 아시아지하보도 2번 출구,0,1
2023-02-18,2214. 신반포역 2번출구 앞,1,1
2023-02-18,106. 합정역 7번출구 앞,0,1
2023-02-18,107. 신한은행 서교동지점,3,0
2023-02-18,450. 효자동 삼거리,2,0
2023-02-19,108. 서교동 사거리,0,1
2023-02-19,510. 서울숲 남문 버스정류소 옆,1,1
2023-02-19,2364. 도산공원교차로,2,0
2023-02-19,3515. 서울숲 관리사무소,0,2
2023-02-19,1175. 대한항공 인력개발센터,1,1
2023-02-19,2601. 석촌호수 아뜰리에,1,0
2023-02-19,112. 극동방송국 앞,0,2
2023-02-19,456. 숭인2동 주민센터 입구,1,0
2023-02-19,433. 을지로입구역 2번출구,1,0
2023-02-19,438. 성산2-1 공영주차장,0,1
2023-02-19,361. 동묘앞역 1번출구 뒤,0,1
2023-02-19,2525.반포쇼핑타운 2동 앞,1,1
2023-02-19,299.여의도 순복음교회,2,2
2023-02-19,2727.서울식물원 잔디마당 앞,4,0
2023-02-19,3009.서교동사거리(신),2,1
2023-02-19,3010.홍대입구역 3번출구,0,3
2023-02-19,857. 현대 안성타워,0,1
2023-02-19,4622. 한강중학교 앞 버스정류장,1,0
2023-02-19,4791. 명동역9번 출구,0,1
2023-02-19,4207. 아만티호텔 앞,2,0
2023-02-19,4633. 센트럴파크타워 앞,1,0
2023-02-19,249. 여의도중학교 옆,2,2
2023-02-19,4914. 도심공항타워 앞,0,2
2023-02-19,5859. 여의도 삼부아파트,2,0
2023-02-19,809. 한남 유수지 복개주차장,1,0
2023-02-19,194. 증산교 앞,0,1
2023-02-19,134. 연세로 명물길,0,1
2023-02-19,102. 망원역 1번출구 앞,0,1
2023-02-19,201. 진미파라곤 앞,2,0
2023-02-19,1021. 강일동 리슈빌 빌딩앞,1,1
2023-02-19,209. 유진투자증권빌딩 앞,0,2
2023-02-19,1332. 석계역 5번출구 건너편,1,1
2023-02-19,219. 롯데캐슬엠파이어 옆,2,2
2023-02-19,2037. 동작역 5번출구 동작주차공원,0,1
2023-02-19,207. 여의나루역 1번출구 앞,0,2
2023-02-19,2315. 봉은사역 5번출구 옆,3,1
2023-02-19,107. 신한은행 서교동지점,1,0
2023-02-19,390. 충무로역 1번출구,3,3
2023-02-19,422. 문화비축기지,1,1
2023-02-20,2362. 신사동 가로수길 입구,1,1
2023-02-20,3515. 서울숲 관리사무소,2,0
2023-02-20,316. 종각역 1번출구 앞,0,4
2023-02-20,428. 명보사거리,1,1
2023-02-20,839. 보광동 삼성리버빌아파트 앞,0,1
2023-02-20,1175. 대한항공 인력개발센터,0,2
2023-02-20,456. 숭인2동 주민센터 입구,0,1
2023-02-20,347. 동대문역사문화공원역 9번출구 앞,1,1
2023-02-20,361. 동묘앞역 1번출구 뒤,1,0
2023-02-20,474.동대문역사문화공원역 1번출구 뒤편,1,1
2023-02-20,369. 광화문 시민열린마당,4,0
2023-02-20,380. CJ제일제당 앞,4,3
2023-02-20,"773.염창역 3, 4번 출구 사이",2,0
2023-02-20,3009.서교동사거리(신),0,2
2023-02-20,857. 현대 안성타워,4,0
2023-02-20,3560.성동구 견인차량 보관소 앞,1,1
2023-02-20,812. 용산전쟁기념관,0,4
2023-02-20,102. 망원역 1번출구 앞,2,0
2023-02-20,588. 뚝섬 유원지역,2,4
2023-02-20,2002. 노들역 1번출구,1,0
2023-02-20,390. 충무로역 1번출구,0,1
2023-02-21,302. 경복궁역 4번출구 뒤,0,1
2023-02-21,3102. 연희삼거리,0,1
2023-02-21,320. 을지로입구역 4번출구 앞,1,0
2023-02-21,453. 종로오가 지하쇼핑센터 14번출구,1,1
2023-02-21,456. 숭인2동 주민센터 입구,0,1
2023-02-21,3411.종묘,1,0
2023-02-21,4607. 국립중앙박물관 -용산가족공원 앞,1,1
2023-02-21,4707. 청계3가 사거리,0,1
2023-02-21,4798. 황학동롯데캐슬,1,0
2023-02-21,4217. 한강공원 망원나들목,1,1
2023-02-21,3700. 강변그대가리버뷰 입구 맞은편,0,2
2023-02-21,"2219. 고속터미널역 8-1번, 8-2번 출구 사이",2,0
2023-02-21,2231. 삼성타운(삼성생명) A동 맞은편,1,1
2023-02-21,107. 신한은행 서교동지점,2,1
2023-02-21,413. 상암월드컵파크 3단지 후문,1,1
2023-02-22,324. 신세계백화점 본점 앞,0,1
2023-02-22,1295. 잠실역 8번출구,1,0
2023-02-22,456. 숭인2동 주민센터 입구,1,0
2023-02-22,287. 영등포전화국사거리 (서강어린이공원),1,0
2023-02-22,3533. 건대입구역 사거리(롯데백화점),0,1
2023-02-22,3534. 건대입구역 5번출구 뒤,2,0
2023-02-22,359. 원남동사거리,1,1
2023-02-22,363. 신설동역 11번출구 뒤,0,1
2023-02-22,3010.홍대입구역 3번출구,1,0
2023-02-22,806. 전자랜드 본관 앞,0,1
2023-02-22,810. 이태원지하보도,1,0
2023-02-22,385. 종각역 5번출구,1,1
2023-02-22,630. 동대문구 보건소,1,1
2023-02-22,635. 시조사 앞,1,1
2023-02-22,588. 뚝섬 유원지역,1,2
2023-02-22,1205. 종합운동장역 4번출구,0,1
2023-02-22,1332. 석계역 5번출구 건너편,1,1
2023-02-22,2305. MCM 본사 직영점 앞,0,1
2023-02-23,300. 정동사거리,1,0
2023-02-23,302. 경복궁역 4번출구 뒤,3,0
2023-02-23,307. 서울역사박물관 앞,1,0
2023-02-23,308. 광화문 S타워 앞,1,0
2023-02-23,314. 국립현대미술관,0,1
2023-02-23,324. 신세계백화점 본점 앞,5,3
2023-02-23,841. 신용산역 1번 출구,2,0
2023-02-23,458. 광화문역 5번출구,0,1
2023-02-23,461. 서울지방경찰청,0,2
2023-02-23,3533. 건대입구역 사거리(롯데백화점),1,1
2023-02-23,3534. 건대입구역 5번출구 뒤,2,2
2023-02-23,363. 신설동역 11번출구 뒤,1,1
2023-02-23,468.웨스틴 조선호텔,0,1
2023-02-23,469.회현역 1번출구,1,0
2023-02-23,470.회현역 7번출구,1,0
2023-02-23,471.회현사거리 남측,2,0
2023-02-23,3405.파크팰리스,1,0
2023-02-23,3408.종로타워빌딩,1,0
2023-02-23,159. 이대역 4번 출구,2,2
2023-02-23,3010.홍대입구역 3번출구,0,2
2023-02-23,857. 현대 안성타워,2,2
2023-02-23,4710. 자교교회 앞,3,2
2023-02-23,123. 문화촌 공원,2,0
2023-02-23,4791. 명동역9번 출구,0,2
2023-02-23,3627. 압구정나들목,0,1
2023-02-23,4797. KG타워 앞,0,2
2023-02-23,248. 초원아파트 앞,0,2
2023-02-23,249. 여의도중학교 옆,1,1
2023-02-23,5859. 여의도 삼부아파트,2,0
2023-02-23,806. 전자랜드 본관 앞,1,0
2023-02-23,385. 종각역 5번출구,0,1
2023-02-23,260. 여의도 마리나선착장 앞,2,0
2023-02-23,820. 청파동입구 교차로,0,2
2023-02-23,202. 국민일보 앞,0,2
2023-02-23,588. 뚝섬 유원지역,0,1
2023-02-23,103. 망원역 2번출구 앞,0,1
2023-02-23,209. 유진투자증권빌딩 앞,0,2
2023-02-23,2037. 동작역 5번출구 동작주차공원,1,0
2023-02-23,207. 여의나루역 1번출구 앞,2,2
2023-02-23,2262. 한신16차아파트 119동 앞,0,2
